SMILES,prediction_probability
O=C(O)c1cccc([N+](=O)[O-])c1,0.255004215690349
Nc1ccc2ccccc2c1S(=O)(=O)O,0.4144997742136519
CCCCCCCCCCSSCCCCCCCCCC,0.8134206619379835
Cc1ccsc1,0.8217877522944944
NCc1cccc(CN)c1,0.45961936190729497
CCN(CC)C(=O)c1cccc(C)c1,0.27481161647651997
CC1CCC(C(=O)O)C(C(=O)O)C1,0.38655788677707986
O=C(O)C1CCCCC1C(=O)O,0.3571035880747519
O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0.3561295304954568
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0.7044283891978345
O=S(=O)(O)c1ccc(O)c2ccccc12,0.3974189497113857
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12,0.25900065096321884
O=C(O)c1ccccc1Cl,0.2826637648342631
Nc1ccc(S(=O)(=O)O)c2ccccc12,0.4184373570763196
CC1CCCC(C)N1,0.6169936752159366
CN(C)P(=O)(N(C)C)N(C)C,0.7316499406860645
OCCN(CCO)CCO,0.7180183362229532
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,0.3612931672446191
Cc1ccc(N)c(S(=O)(=O)O)c1,0.40092369577352677
Nc1nc(N)nc(N)n1,0.6714047758779512
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,0.700853863468486
N#CNC(=N)N,0.6283721697962042
NC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O,0.3409968688975696
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.33037926794770117
O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)O)cc1,0.30799609553985013
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0.2533001511512817
Nc1cccnc1,0.6027103036373634
C[N+](C)(C)Cc1ccccc1,0.728565114758686
NC(N)=S,0.6452535875053854
O=C(O)C(O)(c1ccccc1)c1ccccc1,0.4837164308305716
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,0.28138421587587514
O=C(O)C1CC=CCC1C(=O)O,0.388209768849321
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0.6473424375307225
O=c1[nH]c(=O)[nH]c(=O)[nH]1,0.7379240209714358
Nc1c(Cl)cc(-c2cc(Cl)c(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,0.2840450667126483
O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,0.34808249174258854
CC(O)CN(CC(C)O)CC(C)O,0.6746594279900152
Clc1ccc(Oc2ccccc2)c(Cl)c1,0.29110204502323234
ClC1=C(Cl)C2(Cl)C(Cl)CC1(Cl)C2(Cl)Cl,0.37080034572847126
ClC1=C(Cl)C2(Cl)CC1(Cl)C(Cl)=C2Cl,0.43333940929929243
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,0.2114417779338905
CCCN(CCC)C(=O)SCC,0.4418190015377908
CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,0.38846356901598555
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.6892475423658833
